level_1,Date,Open,High,Low,Close,Volume,Time,Rank
1637,2024-01-05,647.95,648.1,647.6,647.8,26870,11:32:00,2
1638,2024-01-05,647.8,647.8,647.4,647.55,5663,11:33:00,5
1639,2024-01-05,647.55,647.55,646.7,646.8,30250,11:34:00,3
1640,2024-01-05,646.9,647.4,646.8,647.4,13157,11:35:00,4
1641,2024-01-05,647.4,647.45,646.85,647.1,17627,11:36:00,4
1642,2024-01-05,647.1,647.25,647.0,647.15,10604,11:37:00,4
1643,2024-01-05,647.2,647.5,647.1,647.35,8749,11:38:00,4
1644,2024-01-05,647.3,647.35,647.05,647.15,11526,11:39:00,4
1645,2024-01-05,647.1,647.2,647.0,647.1,5165,11:40:00,4
1646,2024-01-05,647.1,647.4,646.75,647.0,57521,11:41:00,2
1647,2024-01-05,647.0,647.0,646.1,646.25,67104,11:42:00,1
1648,2024-01-05,646.25,646.75,646.1,646.45,32914,11:43:00,4
1649,2024-01-05,646.6,646.85,646.2,646.75,12626,11:44:00,4
1650,2024-01-05,646.8,646.8,646.1,646.1,23414,11:45:00,4
1651,2024-01-05,646.2,646.4,645.8,645.95,93105,11:46:00,1
1652,2024-01-05,646.0,646.45,645.3,645.3,86535,11:47:00,1
1653,2024-01-05,645.1,645.4,644.7,645.25,139528,11:48:00,1
1654,2024-01-05,645.25,645.95,645.2,645.95,56680,11:49:00,1
1655,2024-01-05,645.9,646.0,645.35,645.65,17598,11:50:00,3
1656,2024-01-05,645.75,645.95,645.65,645.75,10011,11:51:00,4
1657,2024-01-05,645.75,645.95,645.55,645.95,15849,11:52:00,3
1658,2024-01-05,645.85,646.4,645.75,645.85,20578,11:53:00,4
1659,2024-01-05,646.0,646.3,645.85,646.3,17233,11:54:00,3
1660,2024-01-05,646.2,646.25,646.0,646.0,9068,11:55:00,5
1661,2024-01-05,646.0,646.0,645.75,646.0,7548,11:56:00,4
1662,2024-01-05,645.8,646.0,645.75,645.9,7627,11:57:00,5
1663,2024-01-05,645.95,646.55,645.9,646.4,17918,11:58:00,1
1664,2024-01-05,646.25,646.9,646.25,646.8,14080,11:59:00,3
1665,2024-01-05,646.8,646.85,646.5,646.65,8327,12:00:00,4
1666,2024-01-05,646.6,646.75,646.4,646.6,11896,12:01:00,4
1667,2024-01-05,646.6,646.6,646.25,646.45,6888,12:02:00,4
1668,2024-01-05,646.45,646.6,646.25,646.6,12602,12:03:00,4
1669,2024-01-05,646.7,647.0,646.45,646.65,11366,12:04:00,5
1670,2024-01-05,646.65,646.9,646.55,646.7,17623,12:05:00,4
1671,2024-01-05,646.8,646.8,646.4,646.6,21070,12:06:00,4
1672,2024-01-05,646.5,646.65,646.2,646.3,12729,12:07:00,4
1673,2024-01-05,646.25,646.65,646.2,646.55,11458,12:08:00,3
1674,2024-01-05,646.65,646.65,646.1,646.1,14583,12:09:00,2
1675,2024-01-05,646.35,646.35,645.65,645.65,21177,12:10:00,2
1676,2024-01-05,645.8,646.2,645.55,645.85,21985,12:11:00,2
1677,2024-01-05,645.6,645.9,645.5,645.65,13686,12:12:00,4
1678,2024-01-05,645.55,645.7,645.55,645.65,9590,12:13:00,4
1679,2024-01-05,645.65,645.75,645.55,645.75,8527,12:14:00,4
1680,2024-01-05,645.75,645.9,645.25,645.35,27805,12:15:00,2
1681,2024-01-05,645.3,645.9,645.3,645.7,11556,12:16:00,5
1682,2024-01-05,645.9,646.0,645.6,645.9,11720,12:17:00,5
1683,2024-01-05,645.75,646.0,645.75,645.85,8439,12:18:00,5
1684,2024-01-05,645.85,646.25,645.8,646.05,20469,12:19:00,2
1685,2024-01-05,646.05,646.45,645.9,646.25,14152,12:20:00,3
1686,2024-01-05,646.25,646.5,646.1,646.3,12554,12:21:00,4
1687,2024-01-05,646.35,646.45,646.15,646.2,12852,12:22:00,3
1688,2024-01-05,646.2,646.5,646.15,646.3,8477,12:23:00,4
1689,2024-01-05,646.3,646.8,646.25,646.5,26304,12:24:00,2
1690,2024-01-05,646.55,646.6,646.25,646.5,14952,12:25:00,4
1691,2024-01-05,646.6,646.6,646.35,646.55,9987,12:26:00,4
1692,2024-01-05,646.45,646.65,646.25,646.3,8896,12:27:00,4
1693,2024-01-05,646.3,646.35,646.0,646.1,11879,12:28:00,4
1694,2024-01-05,646.0,646.35,646.0,646.1,9708,12:29:00,5
1695,2024-01-05,646.05,646.2,645.8,645.95,13923,12:30:00,4
1696,2024-01-05,645.95,646.0,645.65,645.75,8669,12:31:00,5
1697,2024-01-05,646.0,646.2,645.75,645.8,14919,12:32:00,3
1698,2024-01-05,645.8,646.05,645.75,645.75,10752,12:33:00,4
1699,2024-01-05,645.9,645.9,645.0,645.45,35962,12:34:00,1
1700,2024-01-05,645.4,645.5,645.15,645.45,13099,12:35:00,3
1701,2024-01-05,645.45,645.55,645.25,645.35,10524,12:36:00,5
1702,2024-01-05,645.3,645.5,645.2,645.45,14428,12:37:00,2
1703,2024-01-05,645.45,645.45,645.2,645.3,15842,12:38:00,1
1704,2024-01-05,645.25,645.4,645.2,645.35,9482,12:39:00,3
1705,2024-01-05,645.35,645.4,645.2,645.3,8006,12:40:00,5
1706,2024-01-05,645.3,645.35,644.7,644.8,51690,12:41:00,1
1707,2024-01-05,644.8,644.85,644.65,644.8,21824,12:42:00,2
1708,2024-01-05,644.75,644.85,644.7,644.75,18167,12:43:00,3
1709,2024-01-05,644.7,644.9,644.7,644.9,13652,12:44:00,3
1710,2024-01-05,644.85,645.1,644.7,644.7,36342,12:45:00,1
1711,2024-01-05,644.8,644.95,644.65,644.8,13118,12:46:00,3
1712,2024-01-05,644.8,644.85,644.45,644.55,34901,12:47:00,1
1713,2024-01-05,644.5,644.75,644.5,644.55,8831,12:48:00,4
1714,2024-01-05,644.55,644.65,644.5,644.6,10063,12:49:00,3
1715,2024-01-05,644.65,645.0,644.5,644.65,27862,12:50:00,2
1716,2024-01-05,644.7,645.0,644.5,644.5,15416,12:51:00,4
1717,2024-01-05,644.55,644.7,644.0,644.05,45998,12:52:00,1
1718,2024-01-05,644.05,644.25,643.5,643.8,84588,12:53:00,1
1719,2024-01-05,643.8,643.95,643.7,643.8,16189,12:54:00,3
1720,2024-01-05,643.95,644.5,643.7,644.2,28454,12:55:00,2
1721,2024-01-05,644.05,644.3,643.85,643.9,14798,12:56:00,5
1722,2024-01-05,644.15,644.25,643.9,644.1,10479,12:57:00,4
1723,2024-01-05,644.1,644.15,644.0,644.1,9634,12:58:00,3
1724,2024-01-05,644.15,644.15,643.6,643.7,24283,12:59:00,2
1725,2024-01-05,643.8,643.8,643.5,643.65,32938,13:00:00,2
1726,2024-01-05,643.6,643.85,643.5,643.85,22494,13:01:00,2
1727,2024-01-05,643.8,644.15,643.65,643.85,12824,13:02:00,3
1728,2024-01-05,643.9,644.2,643.85,644.0,13639,13:03:00,3
1729,2024-01-05,643.95,644.2,643.8,644.05,13383,13:04:00,4
1730,2024-01-05,644.05,644.2,643.85,643.9,15984,13:05:00,2
1731,2024-01-05,643.95,644.2,643.5,643.95,26536,13:06:00,1
1732,2024-01-05,643.95,644.05,643.65,644.0,27343,13:07:00,1
1733,2024-01-05,644.0,644.45,643.8,644.25,17264,13:08:00,3
1734,2024-01-05,644.3,644.6,644.15,644.25,12325,13:09:00,4
1735,2024-01-05,644.2,644.4,644.15,644.25,10792,13:10:00,4
1736,2024-01-05,644.25,644.35,644.05,644.35,14588,13:11:00,3
1737,2024-01-05,644.35,644.4,644.05,644.1,8027,13:12:00,5
1738,2024-01-05,644.1,644.55,644.05,644.2,15178,13:13:00,3
1739,2024-01-05,644.2,644.5,644.15,644.15,21664,13:14:00,3
1740,2024-01-05,644.2,644.3,644.0,644.05,12429,13:15:00,5
1741,2024-01-05,644.05,644.15,644.0,644.1,9950,13:16:00,5
1742,2024-01-05,644.0,644.1,643.8,643.85,9909,13:17:00,4
1743,2024-01-05,643.85,644.0,643.8,643.95,11605,13:18:00,4
1744,2024-01-05,643.95,644.35,643.9,644.05,10371,13:19:00,5
1745,2024-01-05,644.1,644.4,644.05,644.3,14202,13:20:00,4
1746,2024-01-05,644.3,644.55,644.15,644.15,15640,13:21:00,4
1747,2024-01-05,644.15,644.4,644.05,644.2,10498,13:22:00,4
1748,2024-01-05,644.2,644.5,644.05,644.5,25275,13:23:00,3
1749,2024-01-05,644.45,644.55,644.1,644.25,16255,13:24:00,4
1750,2024-01-05,644.2,644.5,644.1,644.1,9967,13:25:00,4
1751,2024-01-05,644.3,644.4,644.1,644.2,10632,13:26:00,5
1752,2024-01-05,644.2,644.45,644.1,644.3,8834,13:27:00,4
1753,2024-01-05,644.3,644.3,644.1,644.25,8093,13:28:00,5
1754,2024-01-05,644.25,644.3,644.1,644.3,11318,13:29:00,4
1755,2024-01-05,644.3,644.3,644.05,644.2,11808,13:30:00,5
1756,2024-01-05,644.25,644.25,644.05,644.1,17815,13:31:00,4
1757,2024-01-05,643.9,643.95,643.5,643.75,20079,13:32:00,4
1758,2024-01-05,643.75,643.95,643.5,643.6,9964,13:33:00,5
1759,2024-01-05,643.55,643.8,643.5,643.7,11280,13:34:00,4
1760,2024-01-05,643.75,643.8,643.5,643.5,15349,13:35:00,3
1761,2024-01-05,643.5,643.75,643.1,643.35,32485,13:36:00,1
1762,2024-01-05,643.4,643.6,643.3,643.6,25139,13:37:00,3
1763,2024-01-05,643.6,643.8,643.45,643.55,26828,13:38:00,2
1764,2024-01-05,643.55,643.8,643.5,643.55,10583,13:39:00,5
1765,2024-01-05,643.6,643.7,643.3,643.45,27744,13:40:00,2
1766,2024-01-05,643.45,643.45,641.1,641.75,248103,13:41:00,1
1767,2024-01-05,641.35,642.05,641.35,641.55,118175,13:42:00,1
1768,2024-01-05,641.5,642.2,641.35,642.0,68866,13:43:00,1
1769,2024-01-05,642.0,642.2,641.7,641.9,44931,13:44:00,3
1770,2024-01-05,641.9,641.95,641.5,641.95,33586,13:45:00,2
1771,2024-01-05,642.0,642.3,641.85,642.2,49629,13:46:00,2
1772,2024-01-05,642.2,642.45,642.1,642.45,17043,13:47:00,4
1773,2024-01-05,642.45,642.85,642.35,642.8,22422,13:48:00,1
1774,2024-01-05,642.75,642.95,642.5,642.6,18242,13:49:00,3
1775,2024-01-05,642.6,642.7,642.3,642.45,35579,13:50:00,2
1776,2024-01-05,642.45,642.55,642.15,642.3,17523,13:51:00,3
1777,2024-01-05,642.65,642.75,642.6,642.65,20259,13:52:00,2
1778,2024-01-05,642.65,642.95,642.6,642.75,13512,13:53:00,4
1779,2024-01-05,642.8,642.85,642.5,642.65,11504,13:54:00,4
1780,2024-01-05,642.65,642.65,642.25,642.45,18563,13:55:00,4
1781,2024-01-05,642.45,642.45,641.8,641.95,42535,13:56:00,2
1782,2024-01-05,641.95,642.45,641.9,642.3,21054,13:57:00,4
1783,2024-01-05,642.3,642.5,642.15,642.5,19568,13:58:00,3
1784,2024-01-05,642.5,642.5,642.25,642.4,14825,13:59:00,3
1785,2024-01-05,642.5,642.5,641.9,642.05,20983,14:00:00,1
1786,2024-01-05,642.1,642.4,641.85,641.95,20237,14:01:00,4
1787,2024-01-05,642.0,642.05,641.85,641.9,26460,14:02:00,2
1788,2024-01-05,641.9,641.9,640.55,640.9,101889,14:03:00,1
1789,2024-01-05,640.95,641.2,640.85,641.0,49664,14:04:00,2
1790,2024-01-05,641.15,641.15,640.9,641.1,26099,14:05:00,1
1791,2024-01-05,641.15,641.15,640.95,641.15,25011,14:06:00,1
1792,2024-01-05,641.15,641.25,640.9,640.95,46347,14:07:00,1
1793,2024-01-05,641.0,641.2,640.7,640.75,37152,14:08:00,2
1794,2024-01-05,640.75,641.0,639.25,639.45,148680,14:09:00,1
1795,2024-01-05,639.25,640.1,639.25,639.85,82803,14:10:00,1
1796,2024-01-05,639.7,640.15,639.7,640.1,34980,14:11:00,1
1797,2024-01-05,640.05,640.15,639.7,639.75,49444,14:12:00,1
1798,2024-01-05,639.8,639.8,639.1,639.5,74610,14:13:00,1
1799,2024-01-05,639.45,640.0,639.45,639.75,215719,14:14:00,1
1800,2024-01-05,639.75,640.0,639.3,639.95,64101,14:15:00,1
1801,2024-01-05,639.95,640.25,639.4,639.75,66749,14:16:00,1
1802,2024-01-05,639.75,639.95,638.6,638.95,151264,14:17:00,1
1803,2024-01-05,638.95,639.0,637.75,638.0,121569,14:18:00,1
1804,2024-01-05,638.0,638.85,638.0,638.6,72247,14:19:00,1
1805,2024-01-05,638.8,638.95,638.45,638.65,65987,14:20:00,1
1806,2024-01-05,638.6,639.2,638.25,638.65,76677,14:21:00,1
1807,2024-01-05,638.4,638.95,638.3,638.5,57869,14:22:00,1
1808,2024-01-05,638.6,639.15,638.5,639.0,51924,14:23:00,2
1809,2024-01-05,639.0,639.7,638.85,639.25,50495,14:24:00,2
1810,2024-01-05,639.4,639.45,639.0,639.0,28681,14:25:00,3
1811,2024-01-05,639.15,639.45,638.7,638.95,33817,14:26:00,3
1812,2024-01-05,638.95,639.5,638.75,639.35,64650,14:27:00,1
1813,2024-01-05,639.4,639.75,638.95,639.55,74346,14:28:00,1
1814,2024-01-05,639.6,639.8,639.4,639.65,30748,14:29:00,2
1815,2024-01-05,639.55,639.7,639.2,639.5,40625,14:30:00,1
1816,2024-01-05,639.65,640.4,639.4,640.25,44954,14:31:00,1
1817,2024-01-05,640.05,640.3,639.8,639.85,53327,14:32:00,1
1818,2024-01-05,639.85,640.7,639.8,640.65,76856,14:33:00,1
1819,2024-01-05,640.7,640.7,640.1,640.2,40466,14:34:00,1
1820,2024-01-05,640.4,640.5,640.05,640.15,42631,14:35:00,1
1821,2024-01-05,640.15,640.3,640.0,640.05,50197,14:36:00,2
1822,2024-01-05,640.05,640.3,639.55,640.2,72981,14:37:00,1
1823,2024-01-05,640.2,640.7,640.05,640.7,51439,14:38:00,1
1824,2024-01-05,640.7,640.7,640.25,640.4,41791,14:39:00,1
1825,2024-01-05,640.5,640.5,639.9,639.9,40137,14:40:00,2
1826,2024-01-05,639.9,640.5,639.7,640.2,28825,14:41:00,3
1827,2024-01-05,640.2,640.4,639.8,640.2,30597,14:42:00,3
1828,2024-01-05,640.1,641.05,640.0,640.9,112756,14:43:00,1
1829,2024-01-05,641.0,641.35,641.0,641.15,47555,14:44:00,2
1830,2024-01-05,641.1,642.0,641.1,641.4,77007,14:45:00,1
1831,2024-01-05,641.4,641.5,640.9,640.95,47594,14:46:00,2
1832,2024-01-05,640.9,641.0,640.4,640.65,50142,14:47:00,2
1833,2024-01-05,640.7,640.9,640.55,640.7,32291,14:48:00,2
1834,2024-01-05,640.7,641.2,640.6,641.2,37931,14:49:00,1
1835,2024-01-05,641.15,641.9,641.05,641.8,59482,14:50:00,1
1836,2024-01-05,641.9,641.9,641.25,641.55,56996,14:51:00,2
1837,2024-01-05,641.6,642.35,641.25,642.35,84864,14:52:00,1
1838,2024-01-05,642.45,642.45,641.5,641.55,85156,14:53:00,1
1839,2024-01-05,641.5,642.0,641.35,641.7,65131,14:54:00,1
1840,2024-01-05,641.7,642.2,641.45,642.15,67443,14:55:00,1
1841,2024-01-05,642.05,642.25,641.55,642.25,42374,14:56:00,3
1842,2024-01-05,642.05,642.25,641.65,641.85,59255,14:57:00,2
1843,2024-01-05,641.85,642.1,641.75,641.8,48949,14:58:00,2
1844,2024-01-05,641.65,642.0,641.5,641.9,47826,14:59:00,2
1845,2024-01-05,641.85,642.8,641.8,642.6,182850,15:00:00,1
1846,2024-01-05,642.6,644.35,642.55,643.4,174383,15:01:00,1
1847,2024-01-05,643.45,643.75,643.3,643.65,89586,15:02:00,2
1848,2024-01-05,643.6,643.9,643.05,643.05,75806,15:03:00,3
1849,2024-01-05,643.2,643.65,643.05,643.35,57770,15:04:00,4
1850,2024-01-05,643.5,643.7,643.0,643.15,61646,15:05:00,3
1851,2024-01-05,643.25,643.25,642.1,642.45,78966,15:06:00,2
1852,2024-01-05,642.45,642.9,642.2,642.7,60113,15:07:00,3
1853,2024-01-05,642.7,642.85,642.45,642.75,46237,15:08:00,4
1854,2024-01-05,642.7,642.8,642.05,642.15,90916,15:09:00,2
1855,2024-01-05,642.25,642.45,641.85,641.9,68776,15:10:00,2
1856,2024-01-05,641.9,642.1,641.55,641.55,67945,15:11:00,3
1857,2024-01-05,641.5,641.8,640.95,641.0,90008,15:12:00,2
1858,2024-01-05,641.5,641.6,641.15,641.6,67985,15:13:00,3
1859,2024-01-05,641.45,642.25,641.45,641.65,57047,15:14:00,3
1860,2024-01-05,641.6,641.75,641.0,641.2,62385,15:15:00,5
1861,2024-01-05,641.1,641.2,640.8,641.0,61707,15:16:00,4
1862,2024-01-05,640.95,640.95,640.45,640.5,44318,15:17:00,5
1863,2024-01-05,640.5,640.6,640.0,640.2,76711,15:18:00,3
1864,2024-01-05,640.35,641.0,640.3,640.95,42010,15:19:00,5
1865,2024-01-05,640.95,641.0,640.25,640.5,86494,15:20:00,3
1866,2024-01-05,640.65,641.25,640.45,641.0,33251,15:21:00,5
1867,2024-01-05,641.05,641.05,640.45,640.6,34778,15:22:00,5
1868,2024-01-05,640.6,641.0,640.6,641.0,26896,15:23:00,5
1869,2024-01-05,641.0,641.0,640.55,640.9,32209,15:24:00,5
1870,2024-01-05,640.9,641.45,640.9,641.35,36132,15:25:00,3
1871,2024-01-05,641.45,641.7,641.15,641.65,27650,15:26:00,5
1872,2024-01-05,641.6,641.9,641.5,641.85,24580,15:27:00,5
1873,2024-01-05,641.9,641.9,641.0,641.7,102650,15:28:00,1
1874,2024-01-05,641.8,641.8,640.6,641.45,53897,15:29:00,1
1875,2024-01-08,640.0,641.15,638.45,639.95,165466,09:15:00,3
1876,2024-01-08,639.55,641.95,639.55,641.5,92058,09:16:00,2
1877,2024-01-08,641.5,642.45,641.25,641.85,48969,09:17:00,4
1878,2024-01-08,642.0,642.8,641.5,642.65,65914,09:18:00,3
1879,2024-01-08,642.4,643.45,642.15,642.25,80708,09:19:00,2
1880,2024-01-08,642.25,642.35,641.65,642.1,61438,09:20:00,3
1881,2024-01-08,642.25,642.65,641.65,642.05,30587,09:21:00,4
1882,2024-01-08,642.3,643.4,642.05,642.75,44306,09:22:00,3
1883,2024-01-08,643.15,644.0,642.95,644.0,55408,09:23:00,2
1884,2024-01-08,644.0,644.9,643.6,644.65,92931,09:24:00,2
1885,2024-01-08,644.8,644.8,643.5,644.5,55048,09:25:00,2
1886,2024-01-08,644.55,645.0,643.8,644.2,45780,09:26:00,3
1887,2024-01-08,643.8,644.25,643.4,644.0,28094,09:27:00,2
1888,2024-01-08,644.0,644.0,642.7,642.7,47105,09:28:00,3
1889,2024-01-08,643.0,643.05,642.1,642.1,51399,09:29:00,2
1890,2024-01-08,642.1,642.55,641.6,641.6,55849,09:30:00,3
1891,2024-01-08,641.75,641.95,640.1,640.15,76474,09:31:00,2
1892,2024-01-08,640.1,641.3,640.0,641.15,34461,09:32:00,2
1893,2024-01-08,641.05,641.05,640.2,640.4,23262,09:33:00,4
1894,2024-01-08,640.4,640.4,638.6,638.8,120130,09:34:00,1
1895,2024-01-08,638.6,639.55,638.55,639.05,35857,09:35:00,4
1896,2024-01-08,639.1,639.1,637.7,638.95,152851,09:36:00,1
1897,2024-01-08,639.2,639.5,638.75,639.15,38875,09:37:00,2
1898,2024-01-08,639.1,639.4,639.0,639.0,59242,09:38:00,1
1899,2024-01-08,639.0,639.85,639.0,639.6,23158,09:39:00,4
1900,2024-01-08,639.6,639.65,638.6,638.6,26795,09:40:00,3
1901,2024-01-08,638.7,638.95,638.2,638.8,42668,09:41:00,1
1902,2024-01-08,638.85,639.4,638.55,638.9,28687,09:42:00,3
1903,2024-01-08,638.9,639.35,638.5,638.7,32775,09:43:00,1
1904,2024-01-08,638.95,639.2,638.55,638.75,24457,09:44:00,3
1905,2024-01-08,638.85,638.85,637.5,637.55,99921,09:45:00,1
1906,2024-01-08,637.8,638.0,636.9,637.7,55426,09:46:00,2
1907,2024-01-08,637.9,637.95,636.6,637.05,53642,09:47:00,3
1908,2024-01-08,637.15,638.15,637.05,638.15,59251,09:48:00,2
1909,2024-01-08,638.0,638.35,637.5,637.5,28458,09:49:00,3
1910,2024-01-08,637.55,638.0,637.4,637.8,37635,09:50:00,1
1911,2024-01-08,637.8,637.8,637.2,637.75,23517,09:51:00,3
1912,2024-01-08,637.75,638.25,637.45,638.2,30121,09:52:00,2
1913,2024-01-08,638.2,638.2,637.3,637.7,56734,09:53:00,1
1914,2024-01-08,637.7,638.4,637.55,638.0,21546,09:54:00,3
1915,2024-01-08,637.85,638.3,637.55,637.95,20672,09:55:00,3
1916,2024-01-08,637.95,638.05,637.45,637.95,21649,09:56:00,4
1917,2024-01-08,637.75,638.25,637.6,638.2,14583,09:57:00,3
1918,2024-01-08,638.05,638.5,638.05,638.5,26391,09:58:00,4
1919,2024-01-08,638.5,639.0,638.35,638.65,23931,09:59:00,3
1920,2024-01-08,638.65,638.9,638.5,638.85,29691,10:00:00,4
1921,2024-01-08,638.85,639.3,638.4,639.15,30309,10:01:00,3
1922,2024-01-08,639.3,639.5,638.25,638.5,57250,10:02:00,1
1923,2024-01-08,638.45,639.15,638.4,639.15,16203,10:03:00,4
1924,2024-01-08,638.9,639.45,638.9,639.05,26863,10:04:00,4
1925,2024-01-08,639.05,639.3,638.5,638.5,16822,10:05:00,4
1926,2024-01-08,638.5,638.65,638.4,638.4,16564,10:06:00,4
1927,2024-01-08,638.65,639.05,638.5,638.5,13803,10:07:00,4
1928,2024-01-08,638.6,639.1,638.3,638.7,11009,10:08:00,4
1929,2024-01-08,639.0,639.1,638.5,638.9,6416,10:09:00,4
1930,2024-01-08,638.85,639.0,638.65,638.9,15198,10:10:00,4
1931,2024-01-08,638.85,638.95,638.65,638.8,9048,10:11:00,4
1932,2024-01-08,638.8,639.4,638.8,639.4,16534,10:12:00,4
1933,2024-01-08,639.3,639.5,639.05,639.2,19185,10:13:00,3
1934,2024-01-08,639.2,639.55,639.2,639.55,11329,10:14:00,4
1935,2024-01-08,639.45,639.75,639.0,639.0,24218,10:15:00,4
1936,2024-01-08,639.05,639.25,639.0,639.0,10574,10:16:00,4
1937,2024-01-08,639.0,639.0,638.65,638.8,19279,10:17:00,4
1938,2024-01-08,638.8,638.8,638.15,638.15,22361,10:18:00,3
1939,2024-01-08,638.35,638.5,637.8,637.85,25685,10:19:00,4
1940,2024-01-08,637.85,637.95,637.6,637.8,6179,10:20:00,4
1941,2024-01-08,637.8,637.85,637.6,637.85,7304,10:21:00,4
1942,2024-01-08,637.8,637.85,637.55,637.7,12123,10:22:00,4
1943,2024-01-08,637.85,638.3,637.65,638.25,11166,10:23:00,4
1944,2024-01-08,637.95,638.35,637.95,638.15,10318,10:24:00,4
1945,2024-01-08,638.1,638.2,637.8,638.05,20946,10:25:00,3
1946,2024-01-08,638.2,638.4,638.05,638.3,4421,10:26:00,4
1947,2024-01-08,638.2,638.45,638.15,638.15,9463,10:27:00,4
1948,2024-01-08,638.15,638.5,638.1,638.5,9245,10:28:00,4
1949,2024-01-08,638.45,639.1,638.3,638.95,15807,10:29:00,4
1950,2024-01-08,639.1,639.55,638.95,639.35,57574,10:30:00,2
1951,2024-01-08,639.35,640.2,639.15,639.35,82300,10:31:00,2
1952,2024-01-08,639.4,640.1,639.2,640.1,33110,10:32:00,4
1953,2024-01-08,640.0,640.05,639.05,639.5,67833,10:33:00,2
1954,2024-01-08,639.5,639.6,638.65,638.9,34877,10:34:00,4
1955,2024-01-08,638.8,639.45,638.25,639.1,44578,10:35:00,2
1956,2024-01-08,639.05,639.6,639.0,639.25,27196,10:36:00,2
1957,2024-01-08,639.15,639.6,638.75,638.95,26653,10:37:00,3
1958,2024-01-08,639.15,639.5,638.95,639.05,21769,10:38:00,3
1959,2024-01-08,639.0,639.5,639.0,639.5,14339,10:39:00,4
1960,2024-01-08,639.45,639.95,639.25,639.7,16929,10:40:00,3
1961,2024-01-08,639.75,639.75,639.05,639.1,17647,10:41:00,3
1962,2024-01-08,639.25,639.25,638.7,639.1,21624,10:42:00,3
1963,2024-01-08,639.25,639.4,638.85,639.1,15175,10:43:00,3
1964,2024-01-08,639.25,639.45,638.6,638.7,21251,10:44:00,3
1965,2024-01-08,638.7,639.2,638.7,638.9,16745,10:45:00,4
1966,2024-01-08,638.85,639.05,638.65,638.8,13037,10:46:00,4
1967,2024-01-08,638.8,639.05,638.7,638.9,5227,10:47:00,4
1968,2024-01-08,638.9,639.2,638.8,639.2,3034,10:48:00,4
1969,2024-01-08,639.05,639.2,638.7,639.0,7738,10:49:00,4
1970,2024-01-08,639.05,639.1,638.55,638.7,9620,10:50:00,4
1971,2024-01-08,638.7,638.7,638.3,638.55,21852,10:51:00,2
1972,2024-01-08,638.55,638.6,638.1,638.3,35678,10:52:00,1
1973,2024-01-08,638.3,638.5,638.1,638.15,23047,10:53:00,2
1974,2024-01-08,638.25,638.65,638.15,638.5,18176,10:54:00,3
1975,2024-01-08,638.5,638.5,638.15,638.5,31170,10:55:00,3
1976,2024-01-08,638.35,638.5,638.05,638.1,36601,10:56:00,2
1977,2024-01-08,638.15,638.35,637.8,637.85,65581,10:57:00,2
1978,2024-01-08,637.85,638.15,637.8,637.8,36159,10:58:00,2
1979,2024-01-08,638.05,638.05,637.8,638.0,29129,10:59:00,1
1980,2024-01-08,637.9,638.2,637.75,638.1,31106,11:00:00,3
1981,2024-01-08,638.0,638.3,637.8,637.9,9396,11:01:00,4
1982,2024-01-08,637.9,638.2,637.85,637.95,8406,11:02:00,4
1983,2024-01-08,637.9,638.4,637.85,638.4,16412,11:03:00,4
1984,2024-01-08,638.4,639.0,638.2,638.65,31838,11:04:00,1
1985,2024-01-08,638.8,638.95,638.35,638.5,15996,11:05:00,3
1986,2024-01-08,638.6,638.65,637.8,637.95,17399,11:06:00,3
1987,2024-01-08,637.8,637.95,637.0,637.3,100604,11:07:00,1
1988,2024-01-08,637.3,637.65,637.0,637.3,43553,11:08:00,2
1989,2024-01-08,637.2,637.65,637.1,637.35,25509,11:09:00,2
1990,2024-01-08,637.5,637.75,637.1,637.3,10297,11:10:00,4
1991,2024-01-08,637.3,637.35,637.05,637.3,8229,11:11:00,4
1992,2024-01-08,637.3,637.6,637.15,637.6,12466,11:12:00,3
1993,2024-01-08,637.6,638.4,637.45,637.8,24620,11:13:00,3
1994,2024-01-08,637.55,638.25,637.5,638.2,12313,11:14:00,3
1995,2024-01-08,638.2,638.25,637.8,637.8,9963,11:15:00,4
1996,2024-01-08,637.85,638.0,637.6,637.7,11788,11:16:00,3
1997,2024-01-08,637.6,638.15,637.6,637.95,13263,11:17:00,4
1998,2024-01-08,637.95,638.25,637.7,638.05,45450,11:18:00,2
1999,2024-01-08,638.0,638.2,637.75,637.95,10615,11:19:00,4
2000,2024-01-08,637.9,638.35,637.9,638.1,17553,11:20:00,4
2001,2024-01-08,638.15,638.6,638.05,638.45,20881,11:21:00,3
2002,2024-01-08,638.25,638.5,638.05,638.05,11937,11:22:00,3
2003,2024-01-08,638.05,638.5,638.0,638.05,9655,11:23:00,3
2004,2024-01-08,638.05,638.5,638.0,638.35,34459,11:24:00,2
2005,2024-01-08,638.25,638.45,638.0,638.05,25947,11:25:00,3
2006,2024-01-08,638.15,638.4,637.7,637.7,14577,11:26:00,3
2007,2024-01-08,637.95,638.05,637.6,637.95,5003,11:27:00,4
2008,2024-01-08,637.7,638.4,637.65,638.25,13700,11:28:00,3
2009,2024-01-08,638.25,638.35,637.85,638.05,12689,11:29:00,3
2010,2024-01-08,638.2,638.2,637.85,637.85,8043,11:30:00,3
2011,2024-01-08,637.85,638.0,637.2,637.75,22026,11:31:00,1
2012,2024-01-08,637.6,637.95,637.2,637.6,21886,11:32:00,4
2013,2024-01-08,637.3,637.7,637.1,637.5,21542,11:33:00,2
